10.000,4.865,7.145
10.004,4.880,7.060
10.008,4.885,7.000
10.012,4.895,6.940
10.016,4.910,6.870
10.020,4.920,6.785
10.024,4.915,6.690
10.028,4.925,6.595
10.032,4.950,6.505
10.036,4.960,6.405
10.040,4.945,6.310
10.044,4.940,6.220
10.048,4.955,6.155
10.052,4.955,6.060
10.056,4.950,5.975
10.060,4.945,5.900
10.064,4.945,5.835
10.068,4.955,5.750
10.072,4.940,5.680
10.076,4.920,5.620
10.080,4.925,5.580
10.084,4.925,5.520
10.088,4.910,5.470
10.092,4.895,5.425
10.096,4.890,5.395
10.100,4.895,5.380
10.104,4.895,5.310
10.108,4.870,5.280
10.112,4.875,5.265
10.116,4.880,5.255
10.120,4.885,5.230
10.124,4.870,5.215
10.128,4.860,5.200
10.132,4.870,5.190
10.136,4.865,5.175
10.140,4.855,5.155
10.144,4.850,5.145
10.148,4.855,5.160
10.152,4.865,5.145
10.156,4.860,5.140
10.160,4.855,5.145
10.164,4.860,5.150
10.168,4.865,5.140
10.172,4.865,5.135
10.176,4.860,5.125
10.180,4.850,5.140
10.184,4.865,5.135
10.188,4.870,5.120
10.192,4.865,5.120
10.196,4.865,5.140
10.200,4.860,5.145
10.204,4.870,5.130
10.208,4.860,5.130
10.212,4.855,5.155
10.216,4.875,5.145
10.220,4.875,5.135
10.224,4.870,5.140
10.228,4.865,5.140
10.232,4.870,5.160
10.236,4.870,5.150
10.240,4.850,5.140
10.244,4.855,5.145
10.248,4.850,5.155
10.252,4.865,5.140
10.256,4.860,5.135
10.260,4.850,5.135
10.264,4.860,5.150
10.268,4.860,5.140
10.272,4.865,5.125
10.276,4.840,5.120
10.280,4.850,5.130
10.284,4.850,5.125
10.288,4.845,5.105
10.292,4.825,5.105
10.296,4.840,5.115
10.300,4.850,5.120
10.304,4.850,5.090
10.308,4.830,5.085
10.312,4.835,5.085
10.316,4.840,5.085
10.320,4.845,5.075
10.324,4.835,5.065
10.328,4.830,5.060
10.332,4.840,5.070
10.336,4.840,5.060
10.340,4.825,5.040
10.344,4.820,5.055
10.348,4.820,5.060
10.352,4.820,5.045
10.356,4.810,5.025
10.360,4.810,5.030
10.364,4.815,5.050
10.368,4.820,5.025
10.372,4.820,5.015
10.376,4.810,5.015
10.380,4.805,5.015
10.384,4.825,5.025
10.388,4.815,5.015
10.392,4.795,5.000
10.396,4.810,5.015
10.400,4.815,5.020
10.404,4.820,5.005
10.408,4.810,5.005
10.412,4.805,5.015
10.416,4.825,5.020
10.420,4.815,5.005
10.424,4.815,4.990
10.428,4.810,5.010
10.432,4.820,5.015
10.436,4.820,5.005
10.440,4.815,4.995
10.444,4.810,4.995
10.448,4.820,5.010
10.452,4.825,4.990
10.456,4.815,4.990
10.460,4.810,4.995
10.464,4.825,5.005
10.468,4.825,5.005
10.472,4.805,4.990
10.476,4.815,4.990
10.480,4.820,5.000
10.484,4.820,5.000
10.488,4.825,5.000
10.492,4.810,4.985
10.496,4.830,5.000
10.500,4.835,5.010
10.504,4.840,5.000
10.508,4.830,4.995
10.512,4.835,5.015
10.516,4.850,5.030
10.520,4.845,5.040
10.524,4.860,5.095
10.528,4.875,5.320
10.532,4.915,5.800
10.536,4.975,5.955
10.540,5.150,5.680
10.544,5.595,5.505
10.548,5.940,5.460
10.552,5.680,5.390
10.556,5.305,5.335
10.560,5.225,5.280
10.564,5.265,5.170
10.568,5.285,4.960
10.572,5.275,4.685
10.576,5.275,4.375
10.580,5.310,4.090
10.584,5.335,3.750
10.588,5.335,3.390
10.592,5.310,3.105
10.596,5.330,2.880
10.600,5.335,2.815
10.604,5.345,2.535
10.608,5.345,2.415
10.612,5.320,2.290
10.616,5.325,2.180
10.620,5.235,2.105
10.624,5.115,2.075
10.628,5.060,2.050
10.632,4.985,2.045
10.636,4.870,2.025
10.640,4.755,2.015
10.644,4.725,2.015
10.648,4.760,2.045
10.652,4.795,2.045
10.656,4.795,2.060
10.660,4.780,2.115
10.664,4.770,2.215
10.668,4.750,2.380
10.672,4.730,2.550
10.676,4.715,2.780
10.680,4.730,3.065
10.684,4.735,3.390
10.688,4.740,3.715
10.692,4.735,4.020
10.696,4.735,4.330
10.700,4.740,4.425
10.704,4.710,4.855
10.708,4.680,5.075
10.712,4.665,5.275
10.716,4.655,5.460
10.720,4.660,5.620
10.724,4.670,5.740
10.728,4.665,5.840
10.732,4.660,5.900
10.736,4.655,5.945
10.740,4.650,5.980
10.744,4.655,6.030
10.748,4.670,6.085
10.752,4.665,6.115
10.756,4.650,6.135
10.760,4.645,6.190
10.764,4.660,6.230
10.768,4.670,6.260
10.772,4.670,6.295
10.776,4.665,6.340
10.780,4.675,6.385
10.784,4.685,6.420
10.788,4.675,6.455
10.792,4.665,6.500
10.796,4.670,6.560
10.800,4.680,6.580
10.804,4.700,6.625
10.808,4.695,6.670
10.812,4.705,6.720
10.816,4.710,6.770
10.820,4.715,6.800
10.824,4.710,6.840
10.828,4.720,6.890
10.832,4.730,6.940
10.836,4.735,6.960
10.840,4.745,6.990
10.844,4.750,7.030
10.848,4.770,7.065
10.852,4.785,7.065
10.856,4.765,7.080
10.860,4.770,7.090
10.864,4.785,7.110
10.868,4.810,7.105
10.872,4.810,7.070
10.876,4.810,7.060
10.880,4.840,7.040
10.884,4.840,7.000
10.888,4.865,6.950
10.892,4.875,6.890
10.896,4.900,6.840
10.900,4.910,6.820
10.904,4.920,6.685
10.908,4.930,6.595
10.912,4.935,6.530
10.916,4.945,6.425
10.920,4.945,6.325
10.924,4.945,6.225
10.928,4.950,6.155
10.932,4.960,6.075
10.936,4.965,5.970
10.940,4.960,5.890
10.944,4.960,5.825
10.948,4.975,5.765
10.952,4.965,5.685
10.956,4.955,5.615
10.960,4.940,5.560
10.964,4.940,5.510
10.968,4.935,5.450
10.972,4.920,5.410
10.976,4.910,5.370
10.980,4.910,5.350
10.984,4.920,5.325
10.988,4.900,5.290
10.992,4.885,5.260
10.996,4.900,5.260
11.000,4.895,5.265
11.004,4.880,5.225
11.008,4.870,5.215
11.012,4.875,5.200
11.016,4.890,5.210
11.020,4.890,5.195
11.024,4.875,5.175
11.028,4.885,5.175
11.032,4.880,5.185
11.036,4.885,5.180
11.040,4.870,5.155
11.044,4.870,5.165
11.048,4.885,5.180
11.052,4.880,5.175
11.056,4.865,5.165
11.060,4.865,5.165
11.064,4.880,5.180
11.068,4.885,5.170
11.072,4.875,5.160
11.076,4.865,5.165
11.080,4.875,5.170
11.084,4.890,5.160
11.088,4.860,5.155
11.092,4.825,5.150
11.096,4.845,5.170
11.100,4.855,5.180
11.104,4.880,5.165
11.108,4.880,5.150
11.112,4.875,5.150
11.116,4.865,5.150
11.120,4.860,5.135
11.124,4.865,5.130
11.128,4.860,5.140
11.132,4.860,5.140
11.136,4.855,5.120
11.140,4.840,5.105
11.144,4.830,5.110
11.148,4.835,5.105
11.152,4.830,5.100
11.156,4.830,5.085
11.160,4.845,5.080
11.164,4.865,5.085
11.168,4.865,5.070
11.172,4.830,5.055
11.176,4.805,5.045
11.180,4.825,5.055
11.184,4.855,5.045
11.188,4.845,5.040
11.192,4.825,5.025
11.196,4.825,5.035
11.200,4.830,5.040
11.204,4.840,5.020
11.208,4.825,5.020
11.212,4.830,5.020
11.216,4.830,5.020
11.220,4.830,5.005
11.224,4.820,5.000
11.228,4.820,5.010
11.232,4.825,5.005
11.236,4.810,4.995
11.240,4.825,4.990
11.244,4.835,4.990
11.248,4.855,5.000
11.252,4.845,4.985
11.256,4.830,4.975
11.260,4.815,4.980
11.264,4.815,4.995
11.268,4.810,4.980
11.272,4.820,4.970
11.276,4.810,4.980
11.280,4.815,4.985
11.284,4.815,4.975
11.288,4.820,4.975
11.292,4.820,4.970
11.296,4.830,4.975
11.300,4.825,4.970
11.304,4.825,4.970
11.308,4.805,4.960
11.312,4.800,4.975
11.316,4.805,4.975
11.320,4.810,4.955
11.324,4.820,4.960
11.328,4.840,4.975
11.332,4.830,4.970
11.336,4.825,4.965
11.340,4.815,4.960
11.344,4.845,4.965
11.348,4.845,4.975
11.352,4.845,4.960
11.356,4.830,4.945
11.360,4.850,4.960
11.364,4.850,4.980
11.368,4.830,4.975
11.372,4.815,4.970
11.376,4.830,5.020
11.380,4.875,5.170
11.384,4.925,5.620
11.388,4.980,5.895
11.392,5.110,5.660
11.396,5.555,5.450
11.400,5.720,5.420
11.404,5.745,5.320
11.408,5.365,5.255
11.412,5.270,5.190
11.416,5.300,5.085
11.420,5.310,4.880
11.424,5.290,4.595
11.428,5.285,4.260
11.432,5.330,3.900
11.436,5.350,3.480
11.440,5.330,3.135
11.444,5.300,2.870
11.448,5.305,2.655
11.452,5.325,2.485
11.456,5.310,2.335
11.460,5.270,2.195
11.464,5.220,2.105
11.468,5.095,2.055
11.472,4.980,2.015
11.476,4.880,2.005
11.480,4.770,1.990
11.484,4.660,1.990
11.488,4.600,1.985
11.492,4.590,1.985
11.496,4.610,2.015
11.500,4.630,2.035
11.504,4.610,2.125
11.508,4.565,2.255
11.512,4.540,2.455
11.516,4.585,2.675
11.520,4.655,2.935
11.524,4.695,3.275
11.528,4.720,3.630
11.532,4.740,3.960
11.536,4.755,4.270
11.540,4.770,4.570
11.544,4.755,4.840
11.548,4.745,5.070
11.552,4.770,5.270
11.556,4.790,5.455
11.560,4.805,5.630
